K,normalized_K,inverse_K,alpha,seed
435,16.935509065213544,8.01688796607322e-05,0.3,491
309,12.030051267013759,0.0002506734892628875,0.3,492
225,8.759746068213902,0.0007217081516101965,0.3,493
128,4.98332220769502,0.004730823790932292,0.3,494
344,13.392678433180366,0.00017529728740588868,0.3,495
265,10.317034258118596,0.0004182960445623269,0.3,496
322,12.536169928732784,0.00021849949221188148,0.3,497
348,13.548407252170836,0.00016867052285358692,0.3,498
189,7.358186697299678,0.0012905177742009435,0.3,499
162,6.30701716911401,0.0021573467552885458,0.3,500
211,8.21469520174726,0.0008940500257186505,0.3,501
416,16.195797175008813,9.303768643037136e-05,0.3,502
474,18.45386505037062,6.021557883021942e-05,0.3,503
280,10.901017329332856,0.00034815815043376413,0.3,504
262,10.200237643875743,0.00043447590842449636,0.3,505
284,11.056746148323326,0.0003320796052984986,0.3,506
288,11.212474967313796,0.0003169531301686162,0.3,507
54,2.1023390563713367,0.08400867563211266,0.3,508
425,16.54618701773737,8.663104852311787e-05,0.3,509
374,14.560644575608887,0.00013265735393193012,0.3,510
275,10.70635630559477,0.0003697098529604225,0.3,511
382,14.872102213589825,0.00012362096458443786,0.3,512
507,19.738627807041993,4.811459190291876e-05,0.3,513
173,6.7352714213378,0.0017330708886589413,0.3,514
258,10.044508824885275,0.00045733838217704034,0.3,515
